"hip","proper","ra","dec","mag","absmag","t_eff","con","constellations","const_name"
5799,,1.240011,-7.922826,5.14,3.295,6509,"Cet",0,
5824,,1.245109,6.995136,6.04,0.03,4699,"Psc",0,
5833,,1.246992,-0.973795,5.7,2.537,6599,"Cet",0,
5862,,1.253043,-45.531664,4.97,4.073,6002,"Phe",0,
5896,,1.262704,-68.875927,4.25,2.643,6370,"Tuc",0,
5914,,1.268064,25.769358,6.76,-1.165,,"Psc",1,"Pisces"
5926,,1.269972,71.743842,5.87,-3.771,,"Cas",1,"Cassiopeia"
5928,,1.270176,87.145496,6.2,1.054,4639,"Cep",0,
5936,,1.271922,33.11472,6.04,0.899,4554,"Psc",0,
5947,,1.275281,79.910013,6.27,1.965,6545,"Cep",0,
5951,,1.276747,-2.500368,5.42,0.889,5079,"Cet",1,"Cetus"
5992,,1.284364,-66.397854,6.23,1.359,8896,"Tuc",0,
5993,,1.284739,44.901992,6.11,-0.543,3804,"And",0,
6025,,1.290033,31.744617,6.36,1.71,4608,"Psc",0,
6061,,1.296654,3.614466,5.13,0.746,8709,"Psc",1,"Pisces"
6087,,1.302818,47.419706,6.29,-2.815,4230,"And",0,
6093,,1.303858,57.803166,6.39,-1.321,3807,"Cas",0,
6140,,1.313058,37.386275,6.44,0.895,7577,"And",0,
6193,,1.324443,27.264059,4.74,-0.136,9117,"Psc",7,"Pisces"
6226,,1.330082,-0.509029,5.87,0.855,5773,"Cet",0,
6242,,1.334699,58.231611,4.95,-15.05,5616,"Cas",1,"Cassiopeia"
6261,,1.338733,77.570682,6.31,0.801,5027,"Cas",0,
6272,,1.341058,-11.238999,6.16,0.909,4661,"Cet",0,
6283,,1.342937,-3.24699,6.26,0.574,4824,"Cet",0,
6312,,1.35145,64.658131,6.33,1.866,8352,"Cas",0,
6315,,1.352047,28.738207,5.23,0.075,4166,"Psc",4,"Pisces"
6371,,1.364429,50.121984,6.54,-13.46,4657,"And",1,"Andromeda"
6378,,1.366383,76.238804,6.37,1.965,7307,"Cas",0,
6411,"Adhil",1.372337,45.528778,4.87,0.781,4706,"And",0,
6427,,1.375134,-19.081208,6.35,2.406,6314,"Cet",0,
6429,,1.376342,-0.449673,6.5,0.811,4702,"Cet",0,
6432,,1.376931,1.726332,6.21,-0.425,4022,"Cet",0,
6486,,1.389264,58.142994,6.36,2.512,6470,"Cas",0,
6492,,1.390264,20.468967,5.97,-1.464,3551,"Psc",0,
6502,,1.391933,-30.945617,5.84,-1.541,3749,"Scl",0,
6512,,1.393735,34.245887,6.28,2.514,5215,"And",0,
6514,,1.394612,37.714943,5.6,1.574,7343,"And",0,
6522,,1.396337,78.726056,6.07,-13.93,6780,"Cep",0,
6537,,1.40039,-8.183257,3.6,0.886,4728,"Cet",5,"Cetus"
6539,,1.400705,-8.007416,6.21,2.063,7566,"Cet",0,
6564,,1.405695,-6.914656,5.92,2.576,6696,"Cet",0,
6589,,1.411092,-15.660468,6.17,0.799,5002,"Cet",0,
6592,,1.411329,-41.492549,5.42,1.126,4792,"Phe",0,
6595,,1.411644,-44.528575,6.26,-0.807,4625,"Phe",0,
6605,,1.413522,-2.84859,6.17,1.756,4930,"Cet",0,
6631,,1.418136,-64.369478,5.92,-1.292,3870,"Hyi",0,
6669,,1.426577,23.511519,6.18,2.015,6514,"Psc",0,
6670,,1.427009,-14.598796,4.9,0.173,4437,"Cet",0,
6685,,1.42953,70.979887,6.34,0.531,9695,"Cas",0,
6686,"Ruchbah",1.430216,60.235283,2.66,0.24,8017,"Cas",16,"Cassiopeia"
6687,,1.431212,-3.927391,6.5,1.577,4244,"Cet",0,
6692,,1.432208,68.130012,4.72,0.836,4761,"Cas",2,"Cassiopeia"
6702,,1.435765,34.5797,6.34,3.555,6285,"And",0,
6706,,1.437573,19.172346,5.35,3.342,6752,"Psc",2,"Pisces"
6711,,1.438517,43.457739,5.98,2.878,6203,"And",0,
6714,,1.439887,20.070804,6.44,1.544,4954,"Psc",0,
6717,,1.44093,-0.399034,6.42,-0.57,4421,"Cet",0,
6732,,1.44491,19.240422,5.5,0.839,4654,"Psc",0,
6748,,1.447657,-13.056512,5.51,2.642,7112,"Cet",0,
6776,,1.451752,34.377552,6.27,3.217,6487,"And",0,
6789,,1.456475,-22.338232,6.43,0.888,4625,"Cet",0,
6794,,1.457409,41.101158,6.42,2.79,7162,"And",0,
6813,,1.460915,45.406687,4.83,2.547,6631,"And",1,"Andromeda"
6822,,1.462928,-10.901582,6.13,0.767,4290,"Cet",0,
6867,,1.472759,-43.318234,3.41,-0.866,3909,"Phe",2,"Phoenix"
6868,,1.473032,7.961353,6.22,0.925,4639,"Psc",0,
6952,,1.491816,-46.756422,6.25,-1.211,3615,"Phe",0,
6960,,1.49337,-21.629339,5.11,0.842,9164,"Cet",2,"Cetus"
6971,,1.495226,-25.617749,6.37,0.232,4592,"Scl",0,
6981,,1.498017,18.355669,6.01,0.185,8004,"Psc",0,
6999,,1.501695,47.007274,5.27,0.495,4851,"And",1,"Andromeda"
7007,,1.503087,6.14382,4.84,-0.007,4205,"Psc",5,"Pisces"
7016,,1.506362,-26.207851,5.92,0.222,4279,"Scl",0,
7050,,1.51446,66.098087,6.15,1.289,8718,"Cas",0,
7078,,1.520444,70.264604,5.82,3.51,6331,"Cas",2,"Cassiopeia"
7083,,1.520851,-49.072702,3.93,0.734,4904,"Phe",2,"Phoenix"
7097,"Kullat Nunu",1.524725,15.345823,3.62,-1.531,4900,"Psc",6,"Pisces"
7115,,1.527502,-45.575712,6.17,1.07,8756,"Phe",0,
7118,,1.52868,-30.283081,5.79,0.739,4713,"Scl",0,
7147,,1.535438,34.799962,6.39,-0.649,11773,"Tri",0,
7189,,1.543438,-49.727713,6.27,1.821,6448,"Phe",0,
7213,,1.548903,-36.865231,5.49,0.859,4809,"Scl",0,
7243,,1.555077,8.208738,6.31,0.46,5286,"Psc",0,
7251,,1.557142,58.327334,5.69,-3.459,4102,"Cas",0,
7271,,1.560901,-78.50482,6.11,0.631,4908,"Hyi",0,
7276,,1.561899,-7.025341,5.75,3.4,5759,"Cet",0,
7283,,1.563487,89.015639,6.46,1.394,8399,"UMi",0,
7294,,1.565528,59.23204,4.68,0.655,4867,"Cas",0,
7321,,1.571279,37.237146,5.9,0.116,10773,"And",0,
7345,,1.57716,-15.676359,5.62,1.752,8756,"Cet",0,
7359,,1.580296,18.460512,5.9,-0.163,3921,"Psc",0,
7361,,1.580775,-31.892317,6.11,0.818,4648,"Scl",0,
7362,,1.580922,-3.523889,6.44,-1.241,4256,"Cet",0,
7363,,1.580992,-23.699681,6.41,-0.31,4313,"Cet",0,
7387,,1.587465,-58.139475,6.03,3.009,6813,"Hyi",1,"Hydrus"
7436,,1.596234,14.661422,6.23,-2.159,10120,"Psc",0,
7443,,1.597382,-39.947126,6.43,3.521,6659,"Phe",0,
7444,,1.59793,41.07642,6.39,0.993,4625,"And",0,
7447,,1.598542,17.433841,5.95,2.13,7434,"Psc",1,"Pisces"
7450,,1.599713,-15.400183,5.41,-0.71,4446,"Cet",0,
7463,,1.602361,-29.907317,5.69,1.485,7042,"Scl",0,
7493,,1.607557,48.722776,6.2,0.217,4427,"And",0,
7505,,1.612091,7.831529,6.39,-0.865,3767,"Psc",0,
7506,,1.61244,-58.270966,6.18,-0.618,3762,"Hyi",1,"Hydrus"
7513,"Titawin",1.613299,41.405459,4.1,3.45,6138,"And",2,"Andromeda"
7535,,1.61831,12.141535,5.54,2.814,6982,"Psc",2,"Pisces"
7568,,1.624389,-84.769593,5.66,0.325,4971,"Oct",0,
7580,,1.62714,-9.403782,6.24,3.209,6170,"Cet",0,
7588,"Achernar",1.628556,-57.236757,0.45,-2.705,14093,"Eri",4,"Eridanus"
7593,,1.629778,64.739357,6.49,-2.246,5348,"Cas",0,
7597,,1.63113,-3.440678,6.43,-0.576,3855,"Cet",0,
7601,,1.631959,-82.974995,5.88,3.693,5824,"Oct",0,
7607,"Nembus",1.633205,48.628213,3.59,-0.085,4364,"And",4,"Andromeda"
7617,,1.635435,57.977631,5.55,-3.091,4179,"Cas",0,
7643,,1.640968,-36.528251,5.94,0.901,4764,"Scl",0,
7650,,1.641926,73.04004,5.28,-0.458,4904,"Cas",1,"Cassiopeia"
7651,,1.642174,45.399706,6.38,0.352,9856,"And",0,
7679,,1.647718,-21.275384,5.58,1.14,6987,"Cet",1,"Cetus"
7699,,1.652106,-56.429373,7.08,3.693,6430,"Eri",1,"Eridanus"
7710,,1.654289,14.285557,6.74,1.124,4629,"Psc",1,"Pisces"
7719,,1.655835,44.386165,5.01,0.585,5090,"And",1,"Andromeda"
7740,,1.661338,16.405858,5.98,0.581,4631,"Psc",1,"Pisces"
7751,,1.663169,-56.1964,5.76,6.293,5097,"Eri",2,"Eridanus"
7751,,1.663169,-56.1964,5.76,6.293,5097,"Eri",2,"Eridanus"
7786,,1.670308,53.868278,6.35,-0.303,3760,"Per",0,
7818,,1.676337,40.577049,4.96,-1.736,10797,"And",1,"Andromeda"
7819,,1.676368,8.760769,6.34,2.65,6724,"Psc",0,
7825,,1.677674,43.297687,5.63,1.417,7685,"And",0,
7874,,1.688435,25.745712,6.2,2.5,6461,"Psc",0,
7879,,1.689256,-79.1482,6.33,0.92,4954,"Hyi",0,
7884,,1.690526,5.487613,4.45,-0.784,4246,"Psc",6,"Pisces"
7886,,1.69092,-38.132827,6.2,3.106,6710,"Scl",0,
7906,,1.694233,30.04712,5.97,-0.02,4821,"Tri",0,
7916,,1.695787,-11.324669,5.75,2.77,6532,"Cet",0,
7918,,1.696383,42.613369,4.96,4.434,5831,"And",0,
7921,,1.696655,-60.789339,5.7,0.464,4382,"Hyi",0,
7941,,1.700833,-36.832305,5.7,0.855,9680,"Scl",0,
7943,,1.700968,35.245707,5.63,1.002,10589,"Tri",0,
7955,,1.702389,-32.32697,5.25,1.156,4766,"Scl",0,
7963,,1.704915,58.627739,6.35,-2.536,9958,"Cas",0,
7965,,1.705688,68.043021,5.57,0.189,10375,"Cas",2,"Cassiopeia"
7978,,1.708125,-53.740834,5.52,4.313,6079,"Eri",0,
7981,,1.70827,20.268504,5.24,5.855,5198,"Psc",0,
7984,,1.708969,66.107959,9.01,1.269,4519,"Cas",1,"Cassiopeia"
7999,,1.712086,-3.6902,4.98,-2.831,4196,"Cet",0,
8016,,1.715493,70.622526,5.18,0.53,9873,"Cas",1,"Cassiopeia"
8020,,1.7162,61.421073,6.33,-1.919,9352,"Cas",0,
8044,,1.721242,45.322649,6.33,2.521,4811,"And",0,
8046,,1.722151,60.551332,5.78,-1.749,9680,"Cas",0,
8068,,1.727675,50.688732,4.01,-2.705,11615,"Per",3,"Perseus"
8086,,1.730596,32.192015,6.32,0.755,5099,"Tri",0,
8094,,1.731888,-4.765514,6.2,-0.407,3919,"Cet",0,
8102,,1.734479,-15.93748,3.49,5.678,5484,"Cet",5,"Cetus"
8115,,1.738317,57.536617,6.18,1.534,8217,"Cas",0,
8127,,1.740702,46.139692,6.32,-0.1,4129,"And",0,
8143,,1.745466,-6.766164,6.45,0.063,5133,"Cet",0,
8148,,1.746156,57.089226,6.25,-0.183,8795,"Cas",0,
8159,,1.748841,20.083149,6.27,3.706,5504,"Psc",0,
8198,"Torcular",1.756564,9.157736,4.26,-0.405,4964,"Psc",5,"Pisces"
8209,,1.760763,-25.05261,5.29,3.045,6752,"Scl",1,"Sculptor"
8230,,1.766461,-5.733299,5.37,-0.768,3958,"Cet",0,
8233,,1.766959,-27.348831,6.38,3.188,6890,"For",0,
8240,,1.76832,-50.816256,5.49,-0.955,3741,"Phe",0,
8241,,1.768392,-53.522037,5.04,1.077,9128,"Eri",0,
8320,,1.787972,-41.759926,6.18,-0.146,3905,"Phe",0,
8362,,1.795668,63.852501,5.63,5.615,5276,"Cas",0,
8366,,1.796291,-80.176311,6.05,2.094,7027,"Hyi",0,
8369,,1.796602,-37.159483,6.33,0.347,4819,"For",0,
8370,,1.79667,46.22975,6.33,2.481,6452,"And",0,
8387,,1.803038,16.955551,5.86,1.229,10177,"Ari",0,
8404,,1.807227,3.685447,5.91,0.944,4908,"Psc",1,"Pisces"
8423,,1.810808,37.95287,5.94,0.842,4898,"And",0,
8433,,1.81155,32.69021,5.78,3.555,5999,"Tri",0,
8475,,1.820986,47.896924,6.01,0.482,7952,"Per",0,
8480,,1.822059,-31.072463,6.35,0.411,4453,"For",0,
8497,,1.826418,-10.68641,4.66,2.834,7052,"Cet",0,
8514,,1.83024,-38.402797,6.37,4.185,6190,"For",0,
8544,,1.835714,22.275338,5.83,-0.441,5438,"Ari",0,
8552,,1.83893,-47.816392,6.14,0.231,4853,"Phe",0,
8588,,1.84777,11.043378,5.92,2.803,7208,"Ari",0,
8593,,1.848459,-50.206138,5.94,1.503,8057,"Phe",0,
8598,,1.849198,51.933417,5.96,2.86,6640,"Per",0,
8626,,1.854701,64.854952,6.54,-13.46,,"Cas",1,"Cassiopeia"
8641,,1.857321,-39.835935,6.44,0.395,4675,"Phe",0,
8645,"Baten Kaitos",1.857676,-10.335038,3.74,-0.548,4601,"Cet",5,"Cetus"
8664,,1.8605,-6.874143,6.42,0.3,4434,"Cet",0,
8688,,1.862805,-15.64748,6.44,-1.316,3760,"Cet",0,
8704,,1.866476,55.147385,5.53,-2.463,15101,"Per",0,
8714,,1.869268,50.792794,5.7,-0.15,10773,"Per",0,
8771,,1.880758,51.474836,6.28,0.718,8917,"Per",0,
8778,,1.881142,-16.92925,5.78,0.911,7429,"Cet",1,"Cetus"
8796,"Mothallah",1.884696,29.578829,3.42,1.979,6336,"Tri",5,"Triangulum"
8814,,1.888152,40.72979,5.42,-1.013,4305,"And",0,
8820,,1.889764,-38.594632,6.09,0.861,4620,"For",0,
8832,"Mesarthim",1.89217,19.293852,3.88,0.372,10334,"Ari",10,"Aries"
8833,,1.892597,3.187536,4.61,0.912,4993,"Psc",6,"Pisces"
8837,,1.894102,-46.302669,4.39,-0.712,3787,"Phe",1,"Phoenix"
8847,,1.896803,55.597639,6.44,2.189,7858,"Per",0,
8882,,1.906122,-42.49695,5.12,0.253,10611,"Phe",0,
8886,"Segin",1.906584,63.670101,3.35,-2.156,13675,"Cas",14,"Cassiopeia"
8903,"Sheratan",1.910668,20.808035,2.64,1.365,7985,"Ari",10,"Aries"
8922,,1.914938,40.702034,6.25,1.473,4386,"And",0,
8928,,1.915572,-67.647303,4.68,0.547,4987,"Hyi",1,"Hydrus"
8930,,1.916015,37.12829,6.28,0.21,4543,"And",0,
8957,,1.92213,-60.312484,6.43,2.705,6687,"Hyi",0,
8983,,1.929576,-60.860975,6.07,2.689,6938,"Hyi",0,
8991,,1.930642,-78.348548,6.15,3.106,6509,"Hyi",0,
8993,,1.930844,23.577322,5.76,-0.404,4516,"Ari",0,
8998,,1.93162,1.849982,6.01,3.006,6087,"Cet",0,
9001,,1.9318,37.277786,5.89,-1.365,3782,"And",0,
9007,,1.932564,-51.608896,3.69,2.432,5179,"Eri",3,"Eridanus"
9009,,1.933337,68.685242,4.97,-1.693,11207,"Cas",1,"Cassiopeia"
9021,,1.935927,37.25183,5.69,0.756,4737,"And",1,"Andromeda"
9022,,1.935945,-49.836446,6.37,-0.139,11126,"Eri",0,
9061,,1.944499,-22.526785,4.92,-0.252,4104,"Cet",1,"Cetus"
9085,,1.949961,-51.766244,6.1,3.954,6340,"Eri",0,
9094,,1.952669,-10.242427,6.42,3.837,5244,"Cet",0,
9095,,1.952792,-47.385277,4.82,0.413,5133,"Phe",0,
9110,,1.955848,17.817532,5.09,-0.924,5008,"Ari",1,"Aries"
9132,,1.962151,27.804381,5.84,0.105,3837,"Tri",0,
9149,,1.964821,-65.4247,6.36,0.211,5040,"Hyi",0,
9153,,1.965478,23.596061,4.79,1.807,7270,"Ari",0,
9163,,1.966454,47.09552,6.48,-2.683,4485,"And",0,
9207,,1.974078,-33.066787,6.37,0.805,4838,"For",0,
9220,,1.975896,61.697788,6.02,-0.728,10235,"Cas",0,
9222,,1.975973,49.204352,5.7,1.324,4840,"Per",0,
9236,,1.979451,-61.569859,2.86,1.147,7270,"Hyi",2,"Hydrus"
9237,,1.979444,-11.300955,6.46,1.258,4615,"Cet",0,
9295,,1.990524,12.294876,6.09,1.12,7852,"Ari",0,
9307,,1.993244,21.05857,5.89,0.496,4791,"Ari",0,
9312,,1.993892,64.621602,5.29,0.906,9503,"Cas",0,
9313,,1.994118,-42.030532,5.57,0.801,4751,"Phe",0,
9318,,1.99475,-66.066558,6.09,0.413,4531,"Hyi",0,
9326,,1.996166,-20.824539,5.43,-0.852,3671,"Cet",1,"Cetus"
9347,,2.000084,-21.077831,3.99,-0.776,3885,"Cet",2,"Cetus"
9353,,2.002544,3.097015,5.89,3.265,5859,"Psc",0,
9372,,2.007451,-8.523873,5.43,-0.392,4174,"Cet",0,
9440,,2.020759,-30.00183,5.34,0.563,5090,"For",0,
9459,,2.02844,-44.713509,5.15,-0.155,4041,"Phe",0,
9480,,2.032644,70.90702,4.49,1.754,7991,"Cas",2,"Cassiopeia"
9487,"Alrescha",2.034117,2.763759,3.82,0.498,9213,"Psc",6,"Pisces"
9505,,2.038359,54.487541,4.99,-1.754,10870,"Per",2,"Perseus"
9521,,2.041185,-29.665642,6.4,0.563,8188,"For",0,
9533,,2.043077,13.476716,5.97,-0.601,3818,"Ari",0,
9562,,2.047705,-23.886628,6.3,-0.75,4257,"For",0,
9564,,2.047913,64.901466,6,1.381,9152,"Cas",0,
9568,,2.049177,77.916263,6.04,-1.315,4652,"Cep",0,
9570,,2.049433,33.284135,5.5,0.103,9152,"Tri",0,
9572,,2.049602,-15.305932,5.87,0.665,4916,"Cet",0,
9573,,2.050052,64.390018,5.59,-3.062,7092,"Cas",0,
9586,,2.052914,73.85057,6.12,0.749,8004,"Cas",0,
9589,,2.053236,0.128507,5.42,0.744,8111,"Cet",1,"Cetus"
9598,,2.057268,72.421294,3.95,0.536,9560,"Cas",2,"Cassiopeia"
9621,,2.060927,25.935471,5.64,2.202,6134,"Ari",0,
9622,,2.061247,-4.103516,5.61,-0.492,3807,"Cet",0,
9627,,2.061836,18.253238,6.24,-0.937,4120,"Ari",0,
9631,,2.063381,-0.340251,5.96,0.734,5162,"Cet",0,
9640,"Almaak",2.064984,42.329725,2.1,-3.305,4209,"And",6,"Andromeda"
9640,"Almaak",2.064984,42.329725,2.1,-3.305,4209,"And",6,"Andromeda"
9655,,2.07013,-11.85977,6.43,-1.607,3993,"Cet",0,
9677,,2.074844,-29.296819,4.68,-0.6,13985,"For",0,
9685,,2.076413,-54.881689,6.45,3.055,6794,"Eri",0,
9706,,2.080836,7.735664,6.44,0.906,4639,"Psc",0,
9727,,2.085315,77.281341,5.27,2.667,6992,"Cas",1,"Cassiopeia"
9763,,2.092103,76.11506,5.22,-0.224,4940,"Cas",1,"Cassiopeia"
9802,,2.100734,74.583715,7.49,-0.6,7628,"Cas",1,"Cassiopeia"
9808,,2.103169,49.156332,7.93,-12.07,10395,"Per",1,"Perseus"
9809,,2.103406,8.248114,6.27,-0.703,3683,"Psc",0,
9827,,2.108141,0.035384,6.29,-0.04,5059,"Cet",0,
9836,,2.109423,22.648317,5.03,1.302,8291,"Ari",0,
9859,,2.113676,25.704553,6.01,-1.137,10011,"Ari",0,
9862,,2.114458,-19.138869,6.39,1.624,4588,"Cet",0,
9884,"Hamal",2.119555,23.462423,2.01,0.486,4574,"Ari",9,"Aries"
9909,,2.126074,66.989343,9.08,-0.205,7037,"Cas",1,"Cassiopeia"
9951,,2.134913,-41.88042,6.5,1.647,7738,"Phe",0,
9977,,2.141454,37.859077,4.78,0.937,8298,"And",1,"Andromeda"
9983,,2.142655,44.459429,6.38,0.879,4918,"And",0,
9990,,2.144606,58.423601,5.66,-14.34,5913,"Per",1,"Perseus"
9999,,2.146017,-17.779155,6.07,-1.191,3606,"Cet",0,
10000,,2.146276,60.95492,8.81,1.937,6122,"Cas",1,"Cassiopeia"
10031,,2.152187,71.552006,6.57,4.401,6079,"Cas",1,"Cassiopeia"
10035,,2.152584,-43.516596,5.84,-0.177,4495,"Phe",0,
10050,,2.156419,17.224196,6.4,3.528,6408,"Ari",0,
10053,,2.157036,25.939892,4.98,0.245,7022,"Ari",0,
10054,,2.157062,81.295945,6.05,1.807,8313,"Cep",0,
10064,,2.159058,34.987297,3,0.051,8153,"Tri",7,"Triangulum"
10069,,2.159668,-24.345785,6.48,2.359,7275,"For",0,
10096,,2.163461,-40.866501,6.49,2.228,6590,"Phe",0,
10111,,2.168,-43.815574,6.32,1.074,5055,"Phe",0,
10115,,2.168817,53.843091,6.31,0.082,4952,"Per",0,
10138,,2.173673,-50.823725,6.12,5.956,5256,"Eri",0,
10155,,2.177109,19.500338,5.68,-0.488,3668,"Ari",1,"Aries"
10176,,2.181342,39.039526,6.09,0.365,10480,"And",0,
10203,,2.186682,25.936938,6.01,-0.848,4217,"Ari",0,
10212,,2.189189,8.569805,5.64,2.591,6010,"Cet",0,
10215,,2.189507,-10.052162,6,2.612,6645,"Cet",0,
10220,,2.190283,31.526398,6.24,1.068,8359,"Tri",0,
10227,,2.191443,57.645543,6.38,-13.62,7229,"Per",0,
10234,,2.193287,-1.825429,5.94,0.561,4914,"Cet",1,"Cetus"
10273,,2.20438,2.745551,6.49,0.48,4776,"Cet",0,
10280,,2.206191,30.303067,4.94,0.19,5364,"Tri",0,
10296,,2.210427,24.167778,5.96,-0.838,4215,"Ari",0,
10305,,2.213206,-2.393637,5.65,2.656,6099,"Cet",2,"Cetus"
10306,,2.213355,21.210993,5.23,2.928,6470,"Ari",1,"Aries"
10309,,2.21388,79.69154,6.46,0.716,7538,"Cep",0,
10320,,2.21513,-30.723825,5.27,0.309,9727,"For",0,
10324,,2.216665,8.846717,4.36,-0.99,5101,"Cet",5,"Cetus"
10326,,2.21694,-21.000137,5.86,0.726,4838,"Cet",0,
10328,,2.217584,15.27986,5.72,-0.114,3891,"Ari",1,"Aries"
10340,,2.220369,44.231652,4.84,-1.216,4032,"And",1,"Andromeda"
10350,,2.22252,74.027721,6.25,0.435,5021,"Cas",0,
10361,,2.225975,53.058589,6.5,-13.5,3606,"Per",0,
10366,,2.226728,51.065818,5.31,1.246,4997,"Per",0,
10379,,2.228225,58.560586,6.43,-13.57,6067,"Per",0,
10388,,2.229989,64.855011,7.43,0.836,8044,"Cas",1,"Cassiopeia"
10396,,2.231543,-9.06463,6.43,-1.058,4135,"Cet",0,
10403,,2.234022,47.484241,6.05,3.062,6700,"And",0,
10418,,2.237366,-67.841441,5.57,-1.314,3880,"Hyi",0,
10438,,2.241417,66.524428,6.05,-0.65,5752,"Cas",1,"Cassiopeia"
10440,,2.242208,-41.166765,5.91,0.789,4918,"Phe",0,
10446,,2.24388,28.691185,6.35,2.311,4934,"Tri",0,
10513,,2.25794,-67.746366,5.67,-0.206,4313,"Hyi",0,
10535,,2.261884,25.043043,5.57,2.029,6203,"Ari",0,
10540,,2.262789,25.782937,5.79,2.668,6550,"Ari",0,
10557,,2.265387,63.236301,7.04,-1.77,2424,"Cas",1,"Cassiopeia"
10559,,2.265635,33.358895,5.25,0.576,9589,"Tri",1,"Triangulum"
10562,,2.266033,47.811937,6.37,1.146,4794,"And",0,
10602,,2.275154,-51.512165,3.56,0.194,12367,"Eri",3,"Eridanus"
10623,,2.279251,83.561414,6.45,0.894,4946,"Cep",0,
10633,,2.281032,57.055246,6.48,-13.52,7317,"Per",0,
10642,,2.283068,-6.422116,5.51,0.466,4924,"Cet",2,"Cetus"
10644,,2.284191,34.224231,4.84,4.676,5870,"Tri",1,"Triangulum"
10670,,2.288573,33.847194,4.03,1.345,9275,"Tri",6,"Triangulum"
10718,,2.29996,57.89982,5.75,0.249,4533,"Per",0,
10723,,2.3004,1.757802,5.6,3.667,5939,"Cet",0,
10729,,2.301275,57.516321,5.99,-1.011,4776,"Per",1,"Perseus"
10732,,2.302094,19.901164,5.58,-0.106,9379,"Ari",1,"Aries"
10777,,2.311762,45.639706,8.77,1.758,7864,"And",1,"Andromeda"
10793,,2.315831,28.642674,5.29,-0.022,9059,"Tri",0,
10795,,2.316097,23.167815,6.45,1.597,6842,"Ari",0,
10798,,2.316255,-25.945687,6.33,5.816,5492,"For",0,
10814,,2.319675,46.472261,6.21,0.533,7991,"And",1,"Andromeda"
10819,,2.321337,47.379973,5.31,0.924,9447,"And",0,
10826,"Mira",2.322442,-2.977643,6.47,1.659,4916,"Cet",2,"Cetus"
10830,,2.322974,48.955463,6.44,2.41,6604,"And",0,
10832,,2.323546,-41.848367,6.36,-0.064,4555,"Phe",0,
10854,,2.327994,-4.345573,6.5,1.007,8608,"Cet",0,
10871,,2.331739,-55.944796,5.81,-0.573,3850,"Hor",0,
10924,,2.344864,47.310804,6.17,-0.766,11493,"And",0,
10944,,2.349499,50.151466,5.57,0.168,11347,"And",0,
11001,,2.362498,-68.659418,4.08,0.921,9094,"Hyi",2,"Hydrus"
11020,,2.365399,57.242916,6.4,-13.6,6010,"Per",0,
11021,,2.36573,0.395675,5.29,-2.303,3647,"Cet",0,
11029,,2.367092,-10.777534,5.43,3.069,6900,"Cet",1,"Cetus"
11033,,2.368051,-17.662169,5.89,0.227,4437,"Cet",0,
11043,,2.369927,-43.199811,6.3,0.62,4867,"Phe",0,
11046,,2.37011,-0.884852,5.42,0.901,7042,"Cet",1,"Cetus"
11060,,2.372621,55.845653,5.16,-14.84,6875,"Per",1,"Perseus"
11072,,2.375704,-23.816326,5.19,3.481,5867,"For",0,
11090,,2.380644,41.396297,5.81,2.449,7275,"And",0,
11095,,2.38123,-73.645792,5.99,1.05,4686,"Hyi",0,
11102,,2.381852,-51.092129,5.9,1.978,7691,"Eri",0,
11108,,2.382673,-18.354982,6.22,0.716,4964,"Cet",0,
11121,,2.385166,-37.576144,6.47,-0.695,3799,"For",0,
11174,,2.397707,55.364861,6.29,-3.563,5177,"Per",0,
11212,,2.405588,-25.847459,6.45,0.071,4288,"For",0,
11220,,2.406919,50.006546,5.19,-0.249,4890,"And",0,
11231,,2.4094,-40.840458,6.17,3.7,5712,"Phe",0,
11249,,2.413627,10.610565,5.48,-1.656,11615,"Ari",0,
11258,,2.414987,-60.311947,5.36,1.892,6752,"Hor",0,
11261,,2.416219,-2.780031,6.34,-0.849,9695,"Cet",1,"Cetus"
11279,,2.421119,56.609823,6.25,-13.75,7488,"Per",1,"Perseus"
11293,,2.42402,-66.494026,6.39,-0.428,3969,"Hor",0,
11313,,2.42706,50.278631,4.73,-0.54,3929,"And",0,
11345,,2.432501,-12.29048,4.88,-0.848,9958,"Cet",5,"Cetus"
11348,,2.433431,-15.341247,5.88,1.446,8329,"Cet",0,
11381,,2.443115,-20.042617,5.89,1.266,4411,"Cet",0,
11407,,2.449755,-47.70384,4.24,-1.722,13018,"Eri",3,"Eridanus"
11415,,2.452011,27.012395,6.14,0.081,4058,"Ari",0,
11427,,2.456498,10.198326,6.45,3.595,6501,"Cet",0,
11432,,2.457715,31.80128,5.55,0.896,4639,"Tri",0,
11465,,2.46438,50.569974,6.16,2.399,6568,"And",0,
11474,,2.466647,1.960846,6.45,0.341,4906,"Cet",0,
11477,,2.467139,-33.811039,5.13,1.788,8547,"For",1,"Fornax"
11479,,2.467878,-64.299768,6.35,0.969,9924,"Hor",0,
11484,,2.469317,8.460054,4.3,0.438,10458,"Cet",6,"Cetus"
11486,,2.469439,29.66933,5.29,1.803,7162,"Tri",0,
11524,,2.47651,-31.102445,6.11,0.903,4654,"For",0,
11548,,2.480139,29.93176,5.89,3.405,5928,"Tri",0,
11569,,2.484437,67.402474,4.46,1.41,8064,"Cas",3,"Cassiopeia"
11578,,2.487133,23.469026,6.2,1.306,8050,"Ari",0,
11603,,2.493155,9.565629,6.09,1.033,4807,"Cet",0,
