"hip","proper","ra","dec","mag","absmag","t_eff","con","constellations","const_name"
31617,,6.617191,-38.146506,6.03,0.816,4792,"Col",0,
31637,,6.62051,-36.990651,5.72,-2.006,12076,"Col",0,
31646,,6.623345,6.135382,6.05,-13.95,9288,"Mon",0,
31650,,6.624247,24.590851,6.44,1.009,8447,"Gem",0,
31662,,6.626915,10.853293,6.39,0.475,4239,"Mon",0,
31665,,6.627332,56.857531,5.87,0.833,9447,"Lyn",0,
31672,,6.627868,2.704158,6.17,0.507,4700,"Mon",0,
31674,,6.627998,-12.985116,6.11,1.595,4861,"CMa",0,
31676,,6.6282,61.481233,5.94,2.358,5055,"Lyn",0,
31681,"Alhena",6.628528,16.399252,1.93,-0.696,9517,"Gem",10,"Gemini"
31685,,6.629353,-43.195934,3.17,-2.113,11773,"Pup",3,"Puppis"
31688,,6.629891,-32.339735,5.25,-0.205,4529,"CMa",0,
31697,,6.631307,4.95667,6.14,-13.86,8530,"Mon",0,
31700,,6.631506,-18.237478,4.42,-1.136,4599,"CMa",1,"Canis Major"
31703,,6.631984,73.695636,6.26,3.481,6747,"Cam",0,
31711,,6.633443,-61.533387,6.15,4.509,5810,"Pic",0,
31733,,6.639016,-2.543897,6.14,-0.693,4043,"Mon",0,
31736,,6.639697,-23.580321,6.48,-0.368,5676,"CMa",0,
31737,,6.639725,28.984354,5.76,0.628,9546,"Aur",0,
31758,,6.643174,-16.873547,6.01,0.137,9003,"CMa",0,
31765,,6.643787,-48.220183,5.05,-0.775,4855,"Pup",0,
31766,,6.643941,1.613518,6.23,-2.89,8573,"Mon",0,
31771,,6.644317,39.390854,5.7,-0.176,4213,"Aur",1,"Auriga"
31789,,6.646995,39.902559,5.34,-2.777,10970,"Aur",1,"Auriga"
31813,,6.651472,22.030881,6.09,0.534,4798,"Gem",0,
31827,,6.654644,-14.145764,4.82,-2.587,4062,"CMa",1,"Canis Major"
31832,,6.655507,42.488877,4.8,-0.728,4429,"Aur",1,"Auriga"
31850,,6.658745,24.600162,6.43,3.852,6190,"Gem",0,
31852,,6.6592,28.263134,6.02,-1.041,11291,"Aur",0,
31859,,6.660062,-23.695662,6.05,-0.544,10029,"CMa",0,
31870,,6.66185,-30.470491,5.7,1.372,4604,"CMa",0,
31876,,6.663255,12.982768,5.99,1.506,8786,"Gem",0,
31889,,6.666078,44.014114,6.35,-0.285,4453,"Aur",0,
31897,,6.667474,-80.813593,5.61,0.093,7685,"Men",0,
31940,,6.674679,77.995782,5.75,-0.903,4011,"Cam",0,
31946,,6.675624,71.748786,5.88,-0.999,4451,"Cam",0,
31977,,6.68266,-71.775192,6.5,0.89,4647,"Vol",0,
31978,,6.682961,9.895754,4.66,-2.589,20349,"Mon",1,"Monoceros"
31992,,6.684845,0.495323,5.79,-2.135,11493,"Mon",0,
32007,,6.68727,-40.349847,6.16,-1.596,13478,"Pup",0,
32012,,6.688117,11.003197,6.19,-13.81,3558,"Mon",0,
32019,,6.689138,28.196638,6.45,-2.557,4682,"Gem",0,
32020,,6.689428,16.39765,6.28,-0.926,9774,"Gem",0,
32040,,6.693822,35.931928,6.48,1.863,6248,"Aur",0,
32064,,6.698996,-9.167537,5.21,0.092,3943,"Mon",0,
32067,,6.699786,6.345425,6.36,-3.299,11207,"Mon",0,
32091,,6.704551,-38.398791,6.28,1.687,6987,"Pup",0,
32104,,6.706757,17.645303,5.2,2.001,8786,"Gem",0,
32144,,6.712791,-22.44859,6.26,2.585,7112,"CMa",0,
32173,,6.718051,44.52445,5.04,0.057,4027,"Aur",1,"Auriga"
32177,,6.718504,3.033801,6.18,-0.265,4215,"Mon",0,
32190,,6.720483,37.147375,6.21,0.207,4800,"Aur",0,
32208,,6.723154,-39.193118,6.3,0.64,7440,"Pup",0,
32222,,6.726872,-73.118208,6.36,0.68,4928,"Vol",0,
32226,,6.727402,3.932528,5.88,-3.835,10314,"Mon",0,
32246,"Mebsuta",6.732202,25.131124,3.06,-4.007,4197,"Gem",9,"Gemini"
32249,,6.733137,13.228017,4.49,-0.247,4547,"Gem",0,
32261,,6.736527,53.295939,6.28,1.811,4684,"Lyn",0,
32268,,6.736812,36.109258,6.37,-0.879,8766,"Aur",0,
32269,,6.736888,-54.695507,6.47,-0.245,12329,"Car",0,
32292,,6.741241,-31.070523,5.23,-14.77,12640,"CMa",0,
32311,,6.745961,28.970932,5.42,-0.402,4085,"Gem",0,
32322,,6.747765,-27.341666,6.43,4.262,6083,"CMa",0,
32332,,6.748796,-70.433758,6.1,-0.354,4265,"Vol",0,
32349,"Sirius",6.752481,-16.716116,-1.44,1.454,9406,"CMa",12,"Canis Major"
32362,"Alzirr",6.754824,12.895591,3.35,2.074,6532,"Gem",8,"Gemini"
32366,,6.756378,-31.793661,5.92,3.985,6323,"CMa",0,
32368,,6.75649,-23.462432,6.04,0.218,4481,"CMa",0,
32385,,6.758664,-30.94898,5.62,-3.202,13106,"CMa",0,
32402,,6.764922,-52.409691,5.81,-2.174,3891,"Car",1,"Carina"
32404,,6.765055,12.693561,6.47,-3.245,6997,"Gem",0,
32411,,6.766499,-14.796127,5.3,-0.27,8672,"CMa",0,
32434,,6.770042,-37.775325,6.19,-1.855,12482,"Pup",0,
32438,,6.770595,59.44167,4.86,0.768,8591,"Lyn",0,
32439,,6.77067,79.564811,5.44,4.179,6182,"Cam",1,"Camelopardalis"
32463,,6.775671,8.587153,5.92,-1.181,14973,"Mon",0,
32474,,6.777505,-10.10736,5.66,-0.435,10354,"Mon",0,
32477,,6.778242,-54.695028,6.45,0.927,5146,"Car",0,
32480,,6.778983,43.577427,5.24,4.124,5987,"Aur",1,"Auriga"
32489,,6.780417,57.169176,5.34,1.286,4920,"Lyn",0,
32492,,6.780859,-14.425971,5.28,-1.656,9907,"CMa",0,
32494,,6.7813,-51.265667,5.39,-1.622,4274,"Car",0,
32500,,6.782923,-87.024964,6.46,3.485,6595,"Oct",0,
32504,,6.783745,-21.015402,6.07,-0.845,14147,"CMa",0,
32531,,6.78853,-55.539988,5.6,-0.73,3895,"Car",0,
32533,,6.788842,8.037254,4.77,-1.126,4166,"Mon",1,"Monoceros"
32537,,6.789278,-37.929698,5.27,0.283,11047,"Pup",0,
32539,,6.789849,18.193452,6.35,0.114,8756,"Gem",0,
32558,,6.793673,-8.998503,5.08,-3.102,2975,"Mon",0,
32562,,6.794327,48.789476,5.22,0.003,4609,"Aur",1,"Auriga"
32578,,6.79768,2.412159,4.48,-0.783,4666,"Mon",1,"Monoceros"
32607,,6.803194,-61.941391,3.24,0.883,7622,"Pic",1,"Pictor"
32609,,6.803407,55.704195,5.54,2.31,,"Lyn",0,
32617,,6.805296,-1.318922,5.75,2.741,7260,"Mon",0,
32677,,6.816038,-15.144726,5.39,-0.659,11554,"CMa",0,
32682,,6.817682,1.002065,6.16,-13.84,12931,"Mon",0,
32698,,6.821225,-2.272038,5.75,-0.478,11615,"Mon",0,
32740,,6.828143,32.606756,5.72,0.192,4326,"Gem",0,
32744,,6.828889,-24.076066,6.31,-0.642,8876,"CMa",0,
32746,,6.828968,37.512748,6.49,-0.268,3887,"Aur",0,
32753,,6.83051,16.202888,5.87,-1.231,13018,"Gem",0,
32759,,6.830683,-32.508478,3.5,-3.027,12219,"CMa",5,"Canis Major"
32761,,6.830921,-53.622449,4.41,-1.703,5055,"Car",0,
32765,,6.831838,-46.61456,5.14,3.128,6456,"Pup",0,
32768,,6.832266,-50.61456,2.94,-0.793,4478,"Pup",2,"Puppis"
32775,,6.833614,-60.249146,6.11,3.477,6470,"Pic",0,
32809,,6.83938,-17.084555,5.77,-2.033,4102,"CMa",0,
32810,,6.839819,-31.706057,5.74,-0.756,8505,"CMa",0,
32814,,6.840416,13.413177,5.68,-2.984,4275,"Gem",0,
32827,,6.8436,-25.778394,6.32,-2.1,15641,"CMa",0,
32838,,6.845084,-8.040996,6.31,1.312,9379,"Mon",0,
32844,,6.846097,41.78123,4.99,-0.335,4396,"Aur",1,"Auriga"
32851,,6.847176,-0.540882,5.78,3.418,6747,"Mon",0,
32855,,6.847876,-34.367318,4.99,-2,4194,"Pup",0,
32864,,6.849191,67.571934,5.14,-2.121,13776,"Cam",0,
32883,,6.85197,-47.326047,7.3,0.72,4576,"Pup",1,"Puppis"
32912,,6.857495,-70.963411,5.41,-0.777,12007,"Vol",0,
32918,,6.859048,-48.292754,6.42,-0.165,4478,"Pup",0,
32921,,6.859179,21.761148,5.28,-0.609,9839,"Gem",3,"Gemini"
32931,,6.860938,3.041991,6.37,1.263,8896,"Mon",0,
32938,,6.861785,-36.23027,5.94,2.23,7871,"Pup",0,
32968,,6.866664,23.601718,5.68,-0.079,4048,"Gem",0,
32990,,6.873017,-5.316277,6.3,0.553,4894,"Mon",0,
33012,,6.879287,-59.341195,6.41,0.598,7883,"Car",0,
33015,,6.879761,-43.975594,6.47,0.655,11709,"Pup",0,
33018,,6.879816,33.961254,3.6,-0.216,8439,"Gem",5,"Gemini"
33024,,6.880408,8.380373,5.75,1.777,7375,"Mon",0,
33040,,6.883417,-26.957632,6.33,-0.901,4147,"CMa",1,"Canis Major"
33041,,6.883725,38.869157,6.1,0.211,6700,"Aur",1,"Auriga"
33044,,6.884316,35.787995,6.03,-1.306,4068,"Aur",0,
33048,,6.884738,59.448543,5.34,-0.53,5641,"Lyn",0,
33056,,6.885438,44.839941,6.24,1.405,7544,"Aur",0,
33064,,6.887054,38.438013,6.32,2.109,6219,"Aur",0,
33077,,6.88856,-19.032763,5.65,0.75,7328,"CMa",0,
33079,,6.8894,-18.932844,6.13,0.61,8044,"CMa",0,
33082,,6.889556,10.99665,6.3,0.942,4924,"Mon",0,
33092,,6.892474,-20.224254,4.82,-3.039,18042,"CMa",1,"Canis Major"
33094,,6.892756,-28.539794,6.05,3.984,5539,"CMa",0,
33104,,6.895068,68.888309,5.11,-2.278,12147,"Cam",1,"Camelopardalis"
33126,,6.898737,-24.538756,6.23,0.167,9313,"CMa",0,
33133,,6.899187,38.505018,6.46,-0.343,10274,"Aur",0,
33139,,6.900633,-50.6116,6.24,2.574,4873,"Pup",0,
33152,,6.902209,-24.184211,3.89,-16.11,3285,"CMa",2,"Canis Major"
33154,,6.902386,-5.852188,6.39,0.32,7927,"Mon",0,
33160,,6.903167,-12.038628,4.08,-0.434,4130,"CMa",3,"Canis Major"
33165,,6.903623,-23.928336,6.65,-13.35,10523,"CMa",2,"Canis Major"
33184,,6.906851,-1.126996,5.44,-0.702,7972,"Mon",0,
33189,,6.907412,-42.365571,6.32,-2.186,,"Pup",0,
33202,,6.910732,13.177827,4.73,2.686,7112,"Gem",1,"Gemini"
33210,,6.911679,-1.756486,6.2,-13.8,6340,"Mon",0,
33243,,6.916366,-2.803588,6.03,-1.592,4661,"Mon",0,
33248,,6.917427,-20.404876,5.8,-0.145,8939,"CMa",1,"Canis Major"
33269,,6.920738,43.910031,6.16,-1.301,7147,"Aur",0,
33271,,6.920888,45.826408,6.31,0.615,4958,"Aur",0,
33277,,6.921853,25.375697,5.74,4.557,5995,"Gem",0,
33297,,6.926282,8.324285,6.28,1.621,9059,"Mon",0,
33302,,6.927064,-20.136497,4.66,2.305,6851,"CMa",0,
33316,,6.929702,-22.941439,5.29,-14.71,14371,"CMa",0,
33330,,6.931881,-31.790179,6.36,-0.989,13932,"CMa",0,
33345,,6.935179,-14.04343,5,-2.908,4521,"CMa",0,
33347,,6.935618,-17.054242,4.36,-5.07,10680,"CMa",3,"Canis Major"
33357,,6.937775,-48.721144,4.94,-2.167,3582,"Pup",0,
33372,,6.940509,9.956578,5.9,0.181,11235,"Mon",0,
33377,,6.942238,46.273998,5.85,-2.084,11073,"Aur",0,
33384,,6.942911,-79.420193,5.45,0.283,9014,"Men",0,
33394,,6.946028,-35.341334,6.27,-0.167,4359,"Pup",0,
33415,,6.94891,46.705352,5.88,0.729,4677,"Aur",0,
33420,,6.950026,-8.179295,6.31,-1.881,5752,"Mon",0,
33421,,6.950145,33.681039,5.91,0.348,5101,"Gem",0,
33444,,6.953648,57.563287,6.03,-0.938,3999,"Lyn",0,
33449,,6.954612,58.422759,4.35,0.661,5165,"Lyn",2,"Lynx"
33451,,6.954886,-35.507153,6.23,3.057,6435,"Pup",0,
33453,,6.95514,37.394723,6.48,-2.126,3565,"Aur",0,
33465,,6.957108,11.907554,6.26,-3.613,6973,"Gem",0,
33478,,6.95942,-24.630841,5.45,2.555,6775,"CMa",1,"Canis Major"
33485,,6.960309,45.094094,4.9,0.558,9176,"Lyn",1,"Lynx"
33492,,6.961842,-27.537505,6.22,-1.254,13526,"CMa",1,"Canis Major"
33532,,6.968765,-27.164381,6.36,-3.299,15856,"CMa",1,"Canis Major"
33558,,6.973638,-34.111708,5.07,-1.216,13879,"Pup",0,
33575,,6.976639,-25.414157,5.59,-1.523,14314,"CMa",1,"Canis Major"
33577,,6.976772,-56.394849,6.46,1.587,6780,"Car",0,
33579,"Adhara",6.977097,-28.972084,1.5,-3.971,17946,"CMa",7,"Canis Major"
33584,,6.977476,7.6223,6.25,2.078,8415,"Mon",0,
33588,,6.977715,-55.729122,6.26,1.529,4559,"Car",0,
33590,,6.978259,-45.767593,6.23,0.831,9619,"Pup",0,
33591,,6.978805,-30.998037,6.41,-0.423,13062,"CMa",0,
33595,,6.979839,26.081079,6.2,2.809,6203,"Gem",0,
33603,,6.982507,3.602355,5.96,-1.09,4744,"Mon",0,
33611,,6.983498,-26.474425,7.17,-0.993,15101,"CMa",1,"Canis Major"
33614,,6.984126,38.052317,6.02,-1.025,4459,"Aur",0,
33644,,6.988937,7.316967,6.34,-0.996,11871,"Mon",0,
33650,,6.991092,25.914171,6.4,-1.419,12041,"Gem",0,
33666,,6.994237,-21.602884,6.26,-1.716,14429,"CMa",0,
33682,,6.997378,-67.916443,5.18,0.418,4166,"Vol",1,"Volans"
33694,,7.001081,76.977408,4.55,0.796,4217,"Cam",2,"Camelopardalis"
33703,,7.002301,-20.158425,6.32,-1.881,12931,"CMa",0,
33715,,7.004396,16.078998,5.73,-14.27,3668,"Gem",0,
33719,,7.00501,-5.367162,6.29,3.981,5999,"Mon",0,
33729,,7.006599,-8.406821,5.95,-1.643,10970,"Mon",0,
33754,,7.010927,-9.202967,6.49,-1.878,8139,"Mon",0,
33760,,7.011809,-28.489574,6.28,2.096,6505,"CMa",1,"Canis Major"
33774,,7.013818,-33.46553,6.39,1.029,4751,"Pup",0,
33779,,7.014303,-51.402585,5.14,-1.344,3635,"Car",0,
33800,,7.018096,-58.939937,6.01,2.342,7234,"Car",0,
33804,,7.018318,-25.215634,5.64,-1.834,14487,"CMa",1,"Canis Major"
33817,,7.02048,-25.948716,6.71,5.881,5092,"CMa",1,"Canis Major"
33827,,7.022612,70.808296,5.69,-0.276,4262,"Cam",0,
33856,"Unurgunite",7.028652,-27.93483,3.49,-4.191,3338,"CMa",4,"Canis Major"
33873,,7.031366,-1.345883,6.2,-0.04,4346,"Mon",0,
33878,,7.032329,-5.722065,5.22,-0.997,3514,"Mon",0,
33909,,7.037633,-43.40387,6.44,0.789,10177,"Pup",0,
33914,,7.038193,15.336008,5.78,-0.534,4594,"Gem",0,
33927,,7.040217,24.215446,5.2,-3.098,4942,"Gem",1,"Gemini"
33929,,7.040426,17.755521,5.96,-1.003,3956,"Gem",0,
33937,,7.04258,16.674447,5.86,-3.57,3612,"Gem",0,
33971,,7.048549,-4.239231,4.99,-2.869,16543,"Mon",0,
33977,,7.050409,-23.833291,3.02,-6.621,11021,"CMa",2,"Canis Major"
34000,,7.054195,-59.178109,5.5,-0.399,12560,"Car",0,
34002,,7.054977,9.138355,5.96,0.918,8254,"Mon",0,
34017,,7.058457,29.337081,5.93,4.521,5913,"Gem",0,
34033,,7.060576,10.951817,5.14,-1.162,4174,"Gem",1,"Gemini"
34041,,7.06192,-25.083914,6.86,-1.668,14545,"CMa",1,"Canis Major"
34045,"Muliphein",7.062637,-15.633286,4.11,-1.55,12076,"CMa",4,"Canis Major"
34055,,7.064333,12.594242,6.01,-2.812,3818,"Gem",0,
34059,,7.064896,-49.58392,4.92,1.009,8153,"Pup",0,
34065,,7.065928,-43.608039,5.56,4.471,5810,"Pup",0,
34066,,7.06596,-10.123765,6.44,-1.641,10773,"Mon",0,
34081,,7.067444,-42.33728,5.2,0.056,7779,"Pup",0,
34086,,7.068124,-5.323979,5.63,-2.27,4339,"Mon",0,
34088,"Mekbuda",7.068481,20.570297,4.01,-4.116,5055,"Gem",8,"Gemini"
34105,,7.071757,-56.749724,5.14,0.315,10047,"Car",0,
34142,,7.079736,-22.031688,6.09,0.965,4448,"CMa",0,
34168,,7.08583,47.775044,6.37,-1.711,10354,"Lyn",0,
34177,,7.087883,-50.360042,6.47,-1.038,4120,"Pup",0,
34182,,7.088436,22.637458,6,0.55,9958,"Gem",0,
34200,,7.092229,-34.7777,6.15,2.51,6953,"Pup",0,
34215,,7.094174,9.1858,5.78,-1.634,3966,"Mon",0,
34217,,7.094391,52.758558,6.17,1.177,8439,"Lyn",0,
34234,,7.097122,-10.66008,6.5,-13.5,10657,"Mon",0,
34238,,7.097676,70.731924,6.49,-1.236,3855,"Cam",0,
34248,,7.100135,-30.655711,6.34,-0.716,12804,"CMa",0,
34250,,7.10034,59.80185,6.4,1.024,4507,"Lyn",0,
34253,,7.100629,-38.382854,6.09,-0.472,5557,"Pup",0,
34267,,7.103222,34.473967,5.55,0.715,5033,"Gem",0,
34270,,7.103974,-68.83758,6.47,0.425,4776,"Vol",0,
34297,,7.10999,-12.393949,6.48,-13.52,12521,"CMa",0,
34301,,7.111324,-11.294014,5.41,-4.443,9105,"CMa",0,
34318,,7.114577,-24.960572,6.09,-1.153,4256,"CMa",1,"Canis Major"
34331,,7.116664,-26.656754,6.61,-2.691,15101,"CMa",1,"Canis Major"
34338,,7.118464,4.910582,6.1,-0.445,12721,"Mon",0,
34339,,7.118633,-40.893268,5.8,-1.084,14093,"Pup",0,
34349,,7.120359,-51.968283,5.96,-0.153,4857,"Car",0,
34350,,7.121189,-59.716416,6.46,-1.407,12111,"Car",0,
34358,,7.122889,34.009288,5.94,-0.578,3977,"Gem",0,
34360,,7.122941,-23.840722,5.75,-14.25,12255,"CMa",0,
34367,,7.123577,28.176695,6.47,-0.835,11126,"Gem",0,
34387,,7.130414,7.471214,5.74,-0.566,4531,"CMi",0,
34428,,7.13702,33.832388,6.31,-0.097,4231,"Gem",0,
34440,,7.139455,15.930675,5.47,0.494,4811,"Gem",0,
34444,"Wezen",7.139857,-26.3932,1.83,-6.633,5654,"CMa",6,"Canis Major"
34462,,7.143401,37.445096,6.19,-1.159,4470,"Aur",0,
34473,,7.145098,-70.497087,5.68,2.2,6563,"Vol",0,
34481,,7.145788,-70.498932,3.78,0.62,4838,"Vol",3,"Volans"
34495,,7.147519,-39.655657,4.83,-1.914,15365,"Pup",0,
34536,,7.155625,-10.346565,6.23,-2.777,9807,"Mon",0,
34561,,7.159268,-16.234509,6,-3.178,9026,"CMa",0,
34579,,7.161951,-25.231034,5.69,-3.07,14093,"CMa",1,"Canis Major"
34608,,7.168524,21.246985,6.43,3.124,5097,"Gem",0,
34617,,7.169268,-18.685637,6.23,3.109,6640,"CMa",0,
34622,,7.170467,-4.237106,4.91,0.941,4811,"Mon",0,
34624,,7.172034,-27.49152,5.46,-1.217,4853,"CMa",1,"Canis Major"
34670,,7.179858,-48.932098,5.12,0.188,4404,"Pup",0,
34693,,7.185659,30.245163,4.41,-0.556,4387,"Gem",6,"Gemini"
34722,,7.189741,26.856587,5.75,0.369,8224,"Gem",0,
34724,,7.189893,-0.301928,5.44,0.738,7167,"Mon",1,"Monoceros"
34752,,7.194255,39.320549,4.91,-0.953,4075,"Aur",0,
34758,,7.19489,-20.883063,5.84,0.059,10158,"CMa",0,
34763,,7.196347,16.976344,6.5,-1.295,4122,"Gem",0,
34768,,7.197606,5.654703,6.07,-0.061,9774,"CMi",0,
34769,,7.197739,-0.492764,4.15,-1.205,9604,"Mon",2,"Monoceros"
34780,,7.20055,-63.190059,6.03,0.183,9695,"Car",0,
34782,,7.201137,-30.821365,6.1,2.714,7359,"CMa",0,
34789,,7.202081,5.474347,6.15,-0.312,4590,"CMi",0,
34798,,7.203393,-25.942588,5.91,-1.14,14786,"CMa",1,"Canis Major"
34802,,7.204392,-40.498808,5.3,-0.204,8700,"Pup",0,
34814,,7.206716,-27.474758,6.59,-0.373,7828,"CMa",1,"Canis Major"
34817,,7.207173,-36.544381,5.94,-1.285,13430,"Pup",0,
34819,,7.207327,24.128594,5.85,0.648,6742,"Gem",0,
34834,,7.20935,-46.759305,4.49,2.835,7097,"Pup",0,
34860,,7.213635,27.224823,6.46,3.319,6277,"Gem",0,
34888,,7.218665,-11.251341,5.77,-0.761,3975,"CMa",0,
34899,,7.220377,-45.182739,4.87,1.109,9575,"Pup",0,
34909,,7.222854,16.158966,5.07,-1.028,3631,"Gem",0,
34912,,7.223166,51.428745,5.46,-1.269,3671,"Lyn",0,
34914,,7.22334,-22.674241,5.99,-0.957,4024,"CMa",0,
34922,,7.225637,-44.639739,4.42,0.387,4272,"Pup",0,
34924,,7.226792,-27.35636,6.12,-13.88,20473,"CMa",1,"Canis Major"
34940,,7.230107,-22.905778,6.34,-1.861,15712,"CMa",0,
34954,,7.232594,-30.339791,6.32,-2.298,15641,"CMa",0,
34956,,7.232779,71.816584,6.36,0.792,4631,"Cam",0,
34975,,7.236347,-3.901779,5.8,-2.193,3816,"Mon",0,
34981,,7.237559,-26.352507,4.42,-4.209,14786,"CMa",1,"Canis Major"
34982,,7.237644,-9.947533,5.9,-2.897,3937,"Mon",0,
34987,,7.238906,3.111414,5.36,-1.423,4502,"CMi",0,
34999,,7.241181,-10.316245,6.02,-3.677,14973,"Mon",0,
35005,,7.242395,12.115824,5.71,0.933,4836,"CMi",0,
35020,,7.243928,-48.271927,4.75,-0.562,11405,"Pup",0,
35025,,7.244993,24.884984,5.84,1.019,3885,"Gem",0,
35029,,7.246117,-46.849672,5.72,-0.048,11972,"Pup",0,
35037,,7.246849,-26.772667,4.01,-3.221,13675,"CMa",3,"Canis Major"
35044,,7.247546,-27.037996,5.58,0.976,4456,"CMa",1,"Canis Major"
35054,,7.249209,-41.426394,5.95,-0.174,13478,"Pup",0,
35080,,7.255391,-0.161283,6.42,0.713,5051,"Mon",0,
35083,,7.255854,-30.686447,5.36,-1.064,13932,"CMa",0,
35084,,7.255901,-52.499226,5.96,0.423,4666,"Car",0,
35120,,7.260953,7.977742,5.78,-0.326,3919,"CMi",0,
35127,,7.262011,-10.583605,5.95,0.532,4536,"Mon",0,
35132,,7.263138,-23.74028,6.34,-0.683,9807,"CMa",0,
35136,,7.263925,47.239964,5.54,4.402,5984,"Lyn",0,
35146,,7.265267,59.637467,5.2,1.273,4699,"Lyn",0,
35152,,7.26588,27.897419,5.75,-1.113,3767,"Gem",0,
35180,,7.27071,-15.585689,5.46,0.878,8635,"CMa",0,
35181,,7.270965,-46.774533,5.64,-1.173,4092,"Pup",0,
35202,,7.275515,-38.318928,5.81,-0.552,12888,"Pup",0,
35205,,7.276387,-27.881179,4.66,-0.811,3807,"CMa",0,
35210,,7.276898,-23.315594,4.83,-3.361,3777,"CMa",0,
35213,,7.277322,-23.31094,6.02,1.179,7132,"CMa",0,
35226,,7.280392,-36.592633,5.03,-1.788,14258,"Pup",0,
35228,,7.280508,-67.957152,3.97,-2.803,5391,"Vol",3,"Volans"
35241,,7.28256,-30.897012,6.3,0.693,7767,"CMa",0,
35253,,7.284277,26.689485,6.38,1.941,5090,"Gem",0,
35264,,7.285711,-37.09747,2.71,-4.258,3739,"Pup",4,"Puppis"
35301,,7.292129,-6.679997,6.29,-1.111,3717,"Mon",0,
35304,,7.2927,52.131071,5.93,-0.388,4391,"Lyn",0,
35317,,7.29518,38.876265,6.48,0.639,4859,"Aur",0,
35326,,7.29667,-26.797556,6.45,-0.912,13827,"CMa",0,
35341,,7.300616,40.883392,5.87,1.216,7883,"Aur",0,
35345,,7.301136,30.955872,6.19,-0.1,9907,"Gem",0,
35347,,7.301181,-43.986786,5.86,-0.434,12255,"Pup",0,
35350,,7.30155,16.540383,3.58,1.128,8407,"Gem",7,"Gemini"
35363,,7.30511,-36.733962,4.65,-2.307,11646,"Pup",0,
35384,,7.308883,49.464756,5,-0.146,8565,"Lyn",0,
35393,,7.309309,-39.210285,5.24,-0.519,9188,"Pup",0,
35406,,7.310607,-36.742735,5.11,-1.718,14786,"Pup",0,
35412,,7.311216,-24.558701,4.88,-3.955,14202,"CMa",0,
35415,,7.311802,-24.954375,4.37,-5.443,12846,"CMa",0,
35427,,7.314243,-26.585854,5.29,-2.635,4936,"CMa",0,
35442,,7.3172,-19.280304,6.06,-13.94,5852,"CMa",0,
35463,,7.320469,-33.727166,6.31,-0.453,4319,"Pup",0,
35476,,7.322881,2.740694,5.9,-0.554,4720,"CMi",0,
35487,,7.324494,-16.395244,5.7,2.544,6987,"CMa",0,
35509,,7.329901,7.142947,5.91,2.276,6134,"CMi",0,
35548,,7.335234,15.142928,6.45,-0.148,9406,"Gem",0,
35550,"Wasat",7.335383,21.98232,3.5,2.16,6851,"Gem",6,"Gemini"
35564,,7.339288,-52.311524,5.5,2.994,6357,"Car",0,
35589,,7.344114,-52.085924,5.38,-0.461,10821,"Car",0,
35611,,7.348588,-26.963838,6,-3.414,14910,"CMa",0,
35615,,7.349524,-14.360489,5.59,-0.744,4906,"CMa",0,
35623,,7.350862,42.655913,6.33,-0.333,4153,"Aur",0,
35626,,7.351204,-25.891643,5.87,-0.592,3770,"CMa",0,
35643,,7.354864,45.2282,5.74,2.99,7007,"Lyn",0,
35699,,7.365795,20.443658,5.09,-0.576,3937,"Gem",0,
35707,,7.367237,-8.979377,6.42,-13.58,16077,"Mon",0,
35710,,7.367397,36.760584,5.12,0.823,4697,"Aur",1,"Auriga"
35712,,7.367633,0.177121,5.99,-2.505,10821,"CMi",0,
35725,,7.370392,38.995944,6.4,-0.012,4461,"Aur",0,
35727,,7.370425,-19.0166,4.94,-0.904,10177,"CMa",0,
35735,,7.37144,59.901996,6.36,2.02,7312,"Cam",0,
35737,,7.371831,-2.979175,6.23,0.192,5607,"Mon",0,
35749,,7.373719,-5.982829,5.83,-0.973,6958,"Mon",0,
35751,,7.374533,0.700831,6.43,2.162,4859,"CMi",0,
35785,,7.381127,55.281392,5.8,-14.2,11047,"Lyn",0,
35795,,7.383527,-31.923781,5.4,-2.645,14258,"CMa",0,
35842,,7.39115,22.945349,6.17,1.456,9447,"Gem",0,
35846,,7.391254,25.050531,5.04,1.601,5048,"Gem",1,"Gemini"
35848,,7.391386,-27.834294,5.37,-1.013,3915,"CMa",0,
35855,,7.392193,-32.202067,5.41,-2.248,14725,"CMa",0,
35893,,7.399538,-35.837824,6.32,-0.172,13018,"Pup",0,
35904,"Aludra",7.401584,-29.303104,2.45,-6.476,11180,"CMa",6,"Canis Major"
35907,,7.402352,40.672389,5.23,-2.613,4407,"Aur",0,
35920,,7.404787,-22.912758,6.2,-0.036,11319,"CMa",0,
35933,,7.40768,15.517195,6.47,-3.466,16153,"Gem",0,
35941,,7.409292,27.637857,5.77,1.975,6880,"Gem",1,"Gemini"
35946,,7.410311,-71.470657,6.49,1.911,8298,"Vol",0,
35951,,7.411163,-16.201473,5.18,-2.112,10102,"CMa",0,
35957,,7.412182,-31.808905,5.35,-1.181,4717,"CMa",0,
35960,,7.413155,-37.291193,6.14,-0.431,7423,"Pup",0,
35975,,7.414134,-19.012279,6.24,-3.029,7265,"CMa",0,
35984,,7.415857,51.887258,5.8,-1.708,3755,"Lyn",0,
35987,,7.416161,11.669524,5.37,0.436,8415,"CMi",0,
35998,,7.418977,-13.751978,5.79,3.03,6581,"CMa",0,
